Target:wordPos	utterance	word	log_prob (word|left_context)	word_ph_len	STOI_babble_snr_0	STOI_babble_snr_-5	STOI_babble_snr_5	HRS_babble_snr_5	HRS_babble_snr_0	HRS_babble_snr_-5
64:06:00	is that you have a abstract which is the unk	which	-7.77	3	0.851734955	0.650253999	0.915712318	0.833333333	0.833333333	0.666666667
64:07:00	is that you have a abstract which is the unk	is	-0.77	2	0.678812749	0.555596235	0.663419503	1	1	0.833333333
64:08:00	is that you have a abstract which is the unk	the	-2.99	2	0.537922917	0.199520389	0.664877878	0.833333333	0.833333333	0.833333333
65:01:00	is that you have a synopsis which is the unk	that	-2.66	3	0.858494095	0.774072043	0.960537108	0.666666667	0.333333333	0.166666667
65:02:00	is that you have a synopsis which is the unk	you	-2.72	2	0.589431956	0.634635308	0.557849016	1	0.5	0.833333333
65:03:00	is that you have a synopsis which is the unk	have	-2.89	3	0.749897515	0.655628398	0.898080459	1	0.666666667	0.833333333
65:04:00	is that you have a synopsis which is the unk	a	-1.94	1	0.761481519	0.680891232	0.928979461	0.5	0.666666667	0.666666667
65:05:00	is that you have a synopsis which is the unk	synopsis	-11.82	8	0.741893963	0.673057489	0.842614609	0.833333333	0.833333333	0.5
65:06:00	is that you have a synopsis which is the unk	which	-7.24	3	0.851734955	0.650253999	0.915712318	0.833333333	1	0.666666667
65:07:00	is that you have a synopsis which is the unk	is	-0.6	2	0.678812749	0.555596235	0.663419503	1	1	0.666666667
65:08:00	is that you have a synopsis which is the unk	the	-2.98	2	0.537922917	0.199520389	0.664877878	0.833333333	1	0.666666667
66:01:00	it is almost half price that is	is	-3.03	2	0.678812749	0.555596235	0.663419503	0.833333333	1	0.333333333
66:02:00	it is almost half price that is	almost	-6.21	6	0.533334135	0.474215416	0.788673031	0.833333333	1	0.5
66:03:00	it is almost half price that is	half	-6.92	3	0.716748303	0.486599482	0.80669679	0.833333333	1	0.166666667
66:04:00	it is almost half price that is	price	-8.89	4	0.870580181	0.65684642	0.909419701	0.833333333	1	0
66:05:00	it is almost half price that is	that	-3.85	3	0.858494095	0.774072043	0.960537108	0	0	0.166666667
66:06:00	it is almost half price that is	is	-3.47	2	0.678812749	0.555596235	0.663419503	0.833333333	1	0.333333333
67:01:00	it is incredible yeah it is really incredible	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	1
67:02:00	it is incredible yeah it is really incredible	incredible	-7.63	10	0.788789085	0.633744315	0.885607217	1	1	1
67:03:00	it is incredible yeah it is really incredible	yeah	-7.13	2	0.781205064	0.491194682	0.875546427	0.833333333	0.833333333	0.5
67:04:00	it is incredible yeah it is really incredible	it	-4.64	2	0.827461182	0.765324546	0.914102825	1	1	1
67:05:00	it is incredible yeah it is really incredible	is	-1.46	2	0.678812749	0.555596235	0.663419503	1	1	1
67:06:00	it is incredible yeah it is really incredible	really	-4.68	4	0.552563749	0.481660549	0.701970351	0.666666667	1	0.833333333
67:07:00	it is incredible yeah it is really incredible	incredible	-6.84	10	0.788789085	0.633744315	0.885607217	1	1	1
68:01:00	it is just that it is a nice sentiment i agree	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	0.833333333	0.666666667
68:02:00	it is just that it is a nice sentiment i agree	just	-3.55	4	0.8411935	0.745229078	0.843011374	1	0.666666667	0.666666667
68:03:00	it is just that it is a nice sentiment i agree	that	-4	3	0.858494095	0.774072043	0.960537108	0.833333333	0.166666667	0
68:04:00	it is just that it is a nice sentiment i agree	it	-2.55	2	0.827461182	0.765324546	0.914102825	1	0.833333333	0.5
68:05:00	it is just that it is a nice sentiment i agree	is	-2.34	2	0.678812749	0.555596235	0.663419503	1	0.833333333	0.666666667
68:06:00	it is just that it is a nice sentiment i agree	a	-2.25	1	0.761481519	0.680891232	0.928979461	1	1	0.166666667
68:07:00	it is just that it is a nice sentiment i agree	nice	-4.37	3	0.769117583	0.591901546	0.845858705	1	0.666666667	0.5
68:08:00	it is just that it is a nice sentiment i agree	sentiment	-12.44	9	0.763030852	0.604110337	0.865308395	1	0.833333333	0.833333333
68:09:00	it is just that it is a nice sentiment i agree	i	-4.95	1	0.698881221	0.523162631	0.851248487	1	0.833333333	0.166666667
68:10:00	it is just that it is a nice sentiment i agree	agree	-6.24	4	0.685194677	0.490463345	0.806801005	1	0.833333333	0.166666667
69:01:00	it is just that it is a nice thought i agree	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	0.166666667
69:02:00	it is just that it is a nice thought i agree	just	-3.55	4	0.8411935	0.745229078	0.843011374	1	0.833333333	0
69:03:00	it is just that it is a nice thought i agree	that	-4	3	0.858494095	0.774072043	0.960537108	0.666666667	0.166666667	0
69:04:00	it is just that it is a nice thought i agree	it	-2.55	2	0.827461182	0.765324546	0.914102825	1	1	0.166666667
69:05:00	it is just that it is a nice thought i agree	is	-2.34	2	0.678812749	0.555596235	0.663419503	1	1	0.166666667
69:06:00	it is just that it is a nice thought i agree	a	-2.25	1	0.761481519	0.680891232	0.928979461	0.833333333	0.666666667	0.333333333
69:07:00	it is just that it is a nice thought i agree	nice	-4.37	3	0.769117583	0.591901546	0.845858705	0.833333333	0.666666667	1
69:08:00	it is just that it is a nice thought i agree	thought	-6.29	3	0.727547829	0.548329279	0.73992005	1	0.833333333	0.666666667
69:09:00	it is just that it is a nice thought i agree	i	-4.49	1	0.698881221	0.523162631	0.851248487	1	1	0.5
69:10:00	it is just that it is a nice thought i agree	agree	-5.84	4	0.685194677	0.490463345	0.806801005	1	0.833333333	0.5
70:01:00	it is like that quiz question no	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	0.833333333	0.5
70:02:00	it is like that quiz question no	like	-3.85	3	0.794628915	0.617932166	0.907579193	1	0.833333333	0.5
70:03:00	it is like that quiz question no	that	-3.96	3	0.858494095	0.774072043	0.960537108	0	0	0
70:04:00	it is like that quiz question no	quiz	-13.3	4	0.758443097	0.541732414	0.893835234	1	0.5	0.333333333
70:05:00	it is like that quiz question no	question	-11.24	7	0.809020197	0.683555221	0.869673149	0.833333333	1	0.833333333
70:06:00	it is like that quiz question no	no	-7.78	2	0.774103354	0.446968074	0.912455865	0.833333333	0.833333333	0.333333333
71:01:00	it is like that test question no	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	0.833333333
71:02:00	it is like that test question no	like	-3.85	3	0.794628915	0.617932166	0.907579193	1	1	1
71:03:00	it is like that test question no	that	-3.96	3	0.858494095	0.774072043	0.960537108	1	1	0.833333333
71:04:00	it is like that test question no	test	-10.4	4	0.838166943	0.782472609	0.902896596	1	1	0.833333333
71:05:00	it is like that test question no	question	-9.48	7	0.809020197	0.683555221	0.869673149	1	1	0.666666667
71:06:00	it is like that test question no	no	-7.18	2	0.774103354	0.446968074	0.912455865	1	0.833333333	0
72:01:00	it is on the unk with the mustard	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	0.666666667	0.833333333
72:02:00	it is on the unk with the mustard	on	-4.97	2	0.694200493	0.560230393	0.789810954	0.833333333	0.833333333	0.333333333
72:03:00	it is on the unk with the mustard	the	-1.15	2	0.537922917	0.199520389	0.664877878	0.833333333	0.833333333	0.333333333
72:05:00	it is on the unk with the mustard	with	-4.98	3	0.729751852	0.549177518	0.809624346	0.833333333	0.833333333	0
72:06:00	it is on the unk with the mustard	the	-1	2	0.537922917	0.199520389	0.664877878	0.833333333	0.833333333	0.333333333
72:07:00	it is on the unk with the mustard	mustard	-10.88	6	0.742622732	0.701060986	0.858356671	0.833333333	0.666666667	0.166666667
73:01:00	it is on the shelf with the mustard	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	0.666666667
73:02:00	it is on the shelf with the mustard	on	-4.97	2	0.694200493	0.560230393	0.789810954	1	1	1
73:03:00	it is on the shelf with the mustard	the	-1.15	2	0.537922917	0.199520389	0.664877878	1	1	1
73:04:00	it is on the shelf with the mustard	shelf	-9.75	4	0.827904115	0.796684667	0.935068789	1	1	1
73:05:00	it is on the shelf with the mustard	with	-5.85	3	0.729751852	0.549177518	0.809624346	1	0.833333333	0.833333333
73:06:00	it is on the shelf with the mustard	the	-1.16	2	0.537922917	0.199520389	0.664877878	1	1	1
73:07:00	it is on the shelf with the mustard	mustard	-10.94	6	0.742622732	0.701060986	0.858356671	1	0.833333333	0.833333333
74:01:00	it is unbelievable yeah it is really unbelievable	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	1
74:02:00	it is unbelievable yeah it is really unbelievable	unbelievable	-8.65	11	0.650158702	0.490616358	0.792308383	1	1	0.833333333
74:03:00	it is unbelievable yeah it is really unbelievable	yeah	-7.22	2	0.781205064	0.491194682	0.875546427	1	0.666666667	0.5
74:04:00	it is unbelievable yeah it is really unbelievable	it	-4.94	2	0.827461182	0.765324546	0.914102825	1	1	1
74:05:00	it is unbelievable yeah it is really unbelievable	is	-1.52	2	0.678812749	0.555596235	0.663419503	1	1	1
74:06:00	it is unbelievable yeah it is really unbelievable	really	-4.82	4	0.552563749	0.481660549	0.701970351	0.833333333	0.833333333	1
74:07:00	it is unbelievable yeah it is really unbelievable	unbelievable	-7.85	11	0.650158702	0.490616358	0.792308383	1	1	0.833333333
75:01:00	it is virtually half price that is	is	-3.03	2	0.678812749	0.555596235	0.663419503	1	1	0.833333333
75:02:00	it is virtually half price that is	virtually	-10.9	7	0.679631792	0.575969775	0.825920417	1	1	0.833333333
75:03:00	it is virtually half price that is	half	-7.95	3	0.716748303	0.486599482	0.80669679	1	1	0.833333333
75:04:00	it is virtually half price that is	price	-8.95	4	0.870580181	0.65684642	0.909419701	0.833333333	1	0.666666667
75:05:00	it is virtually half price that is	that	-3.65	3	0.858494095	0.774072043	0.960537108	0	0	0.166666667
75:06:00	it is virtually half price that is	is	-3.46	2	0.678812749	0.555596235	0.663419503	1	1	0.833333333
76:01:00	it was like i thought it was a fake	was	-2.75	3	0.727564693	0.537003996	0.760263436	1	1	0.5
76:02:00	it was like i thought it was a fake	like	-3.36	3	0.794628915	0.617932166	0.907579193	1	1	0
76:03:00	it was like i thought it was a fake	i	-3.27	1	0.698881221	0.523162631	0.851248487	1	0.833333333	0.166666667
76:04:00	it was like i thought it was a fake	thought	-3.62	3	0.727547829	0.548329279	0.73992005	1	0.833333333	0.5
76:05:00	it was like i thought it was a fake	it	-1.6	2	0.827461182	0.765324546	0.914102825	1	1	0.5
76:06:00	it was like i thought it was a fake	was	-0.26	3	0.727564693	0.537003996	0.760263436	1	1	0.5
76:07:00	it was like i thought it was a fake	a	-2.02	1	0.761481519	0.680891232	0.928979461	1	0.666666667	0
76:08:00	it was like i thought it was a fake	fake	-11.48	3	0.918096256	0.832265651	0.959606136	1	1	0.166666667
77:01:00	it was like i thought it was an unk	was	-2.75	3	0.727564693	0.537003996	0.760263436	1	1	0.833333333
77:02:00	it was like i thought it was an unk	like	-3.36	3	0.794628915	0.617932166	0.907579193	1	1	0.5
77:03:00	it was like i thought it was an unk	i	-3.27	1	0.698881221	0.523162631	0.851248487	0.833333333	1	0.333333333
77:04:00	it was like i thought it was an unk	thought	-3.62	3	0.727547829	0.548329279	0.73992005	1	1	0.166666667
77:05:00	it was like i thought it was an unk	it	-1.6	2	0.827461182	0.765324546	0.914102825	1	1	0.833333333
77:06:00	it was like i thought it was an unk	was	-0.26	3	0.727564693	0.537003996	0.760263436	1	1	0.833333333
77:07:00	it was like i thought it was an unk	an	-4.39	2	0.797221882	0.62322319	0.889931886	1	1	0.333333333
78:01:00	just have to grin and bear it so to speak	have	-4.99	3	0.749897515	0.655628398	0.898080459	1	0.666666667	0.5
78:02:00	just have to grin and bear it so to speak	to	-1.56	2	0.564953928	0.45146134	0.788231969	1	1	0.666666667
78:03:00	just have to grin and bear it so to speak	grin	-13.04	4	0.730077454	0.523498531	0.875639565	0.833333333	1	0.833333333
78:04:00	just have to grin and bear it so to speak	and	-5.3	3	0.787526494	0.643693002	0.870525041	1	1	0.833333333
78:05:00	just have to grin and bear it so to speak	bear	-10.4	3	0.672137439	0.570952484	0.882844464	1	1	0.833333333
78:06:00	just have to grin and bear it so to speak	it	-5.55	2	0.827461182	0.765324546	0.914102825	1	1	0.833333333
78:07:00	just have to grin and bear it so to speak	so	-6.09	2	0.827959454	0.786175267	0.945709785	1	1	0.5
78:08:00	just have to grin and bear it so to speak	to	-3.48	2	0.564953928	0.45146134	0.788231969	1	1	0.666666667
78:09:00	just have to grin and bear it so to speak	speak	-1.57	4	0.810552395	0.58833483	0.813166645	1	1	0.5
79:01:00	just have to smile and bear it so to speak	have	-4.99	3	0.749897515	0.655628398	0.898080459	0.833333333	1	0.833333333
79:02:00	just have to smile and bear it so to speak	to	-1.56	2	0.564953928	0.45146134	0.788231969	1	0.833333333	0.666666667
79:03:00	just have to smile and bear it so to speak	smile	-12.35	4	0.810350921	0.60492112	0.886185516	1	1	1
79:04:00	just have to smile and bear it so to speak	and	-4.78	3	0.787526494	0.643693002	0.870525041	1	0.833333333	0.5
79:05:00	just have to smile and bear it so to speak	bear	-10.68	3	0.672137439	0.570952484	0.882844464	1	0.833333333	0.333333333
79:06:00	just have to smile and bear it so to speak	it	-5.42	2	0.827461182	0.765324546	0.914102825	1	0.833333333	0.333333333
79:07:00	just have to smile and bear it so to speak	so	-6.04	2	0.827959454	0.786175267	0.945709785	0.666666667	0.833333333	0.166666667
79:08:00	just have to smile and bear it so to speak	to	-3.57	2	0.564953928	0.45146134	0.788231969	1	0.833333333	0.666666667
79:09:00	just have to smile and bear it so to speak	speak	-1.56	4	0.810552395	0.58833483	0.813166645	1	0.833333333	0.166666667
80:01:00	landlord told us to put an extra pack in the basement	told	-7.6	4	0.71876836	0.55371531	0.813597455	1	1	1
80:02:00	landlord told us to put an extra pack in the basement	us	-2.05	2	0.720614986	0.587769306	0.836072551	1	1	1
80:03:00	landlord told us to put an extra pack in the basement	to	-2.3	2	0.564953928	0.45146134	0.788231969	1	1	0.833333333
80:04:00	landlord told us to put an extra pack in the basement	put	-4.62	3	0.886039382	0.80884126	0.97006723	1	0.833333333	0.833333333
80:05:00	landlord told us to put an extra pack in the basement	an	-5.44	2	0.797221882	0.62322319	0.889931886	1	0.833333333	0.5
80:06:00	landlord told us to put an extra pack in the basement	extra	-4.07	6	0.822369899	0.7482038	0.909521477	1	0.833333333	0.833333333
80:07:00	landlord told us to put an extra pack in the basement	pack	-8.37	3	0.843971325	0.726023857	0.907647476	1	1	0.333333333
80:08:00	landlord told us to put an extra pack in the basement	in	-1.77	2	0.698548189	0.501917747	0.730330444	1	1	0.833333333
80:09:00	landlord told us to put an extra pack in the basement	the	-1.58	2	0.537922917	0.199520389	0.664877878	1	1	0.833333333
80:10:00	landlord told us to put an extra pack in the basement	basement	-6.78	7	0.732603495	0.660670422	0.83337448	1	1	0.833333333
81:01:00	landlord told us to put an extra pack in the cellar	told	-7.6	4	0.71876836	0.55371531	0.813597455	1	1	1
81:02:00	landlord told us to put an extra pack in the cellar	us	-2.05	2	0.720614986	0.587769306	0.836072551	1	1	1
81:03:00	landlord told us to put an extra pack in the cellar	to	-2.3	2	0.564953928	0.45146134	0.788231969	1	1	0.833333333
81:04:00	landlord told us to put an extra pack in the cellar	put	-4.62	3	0.886039382	0.80884126	0.97006723	1	1	0.666666667
81:05:00	landlord told us to put an extra pack in the cellar	an	-5.44	2	0.797221882	0.62322319	0.889931886	0.833333333	0.833333333	0.666666667
81:06:00	landlord told us to put an extra pack in the cellar	extra	-4.07	6	0.822369899	0.7482038	0.909521477	1	1	0.666666667
81:07:00	landlord told us to put an extra pack in the cellar	pack	-8.37	3	0.843971325	0.726023857	0.907647476	1	1	0.666666667
81:08:00	landlord told us to put an extra pack in the cellar	in	-1.77	2	0.698548189	0.501917747	0.730330444	1	1	0.666666667
81:09:00	landlord told us to put an extra pack in the cellar	the	-1.58	2	0.537922917	0.199520389	0.664877878	1	1	0.666666667
81:10:00	landlord told us to put an extra pack in the cellar	cellar	-10.73	4	0.864915659	0.745233494	0.949455668	1	1	1
82:01:00	like man of the home you know	man	-8.59	3	0.740406971	0.554096815	0.814473463	1	0.833333333	0.333333333
82:02:00	like man of the home you know	of	-6.42	2	0.759014466	0.64002209	0.893290755	0.666666667	0.833333333	0
82:03:00	like man of the home you know	the	-2.72	2	0.537922917	0.199520389	0.664877878	0.833333333	0.833333333	0.166666667
82:04:00	like man of the home you know	home	-7.83	3	0.848562662	0.683151119	0.892039528	1	0.666666667	0.333333333
82:05:00	like man of the home you know	you	-3.39	2	0.589431956	0.634635308	0.557849016	1	0.666666667	0.5
82:06:00	like man of the home you know	know	-0.17	2	0.799041758	0.513410565	0.871580729	1	1	0.5
83:01:00	like man of the household you know	man	-8.59	3	0.740406971	0.554096815	0.814473463	0.833333333	0.5	0.166666667
83:02:00	like man of the household you know	of	-6.42	2	0.759014466	0.64002209	0.893290755	0.833333333	0.5	0
83:03:00	like man of the household you know	the	-2.72	2	0.537922917	0.199520389	0.664877878	0.833333333	0.666666667	0.333333333
83:04:00	like man of the household you know	household	-8.93	7	0.753909678	0.58336647	0.843189506	0.833333333	0.666666667	0.666666667
83:05:00	like man of the household you know	you	-3.65	2	0.589431956	0.634635308	0.557849016	0.833333333	0.833333333	0.833333333
83:06:00	like man of the household you know	know	-0.22	2	0.799041758	0.513410565	0.871580729	0.833333333	0.833333333	0.833333333
84:01:00	mind do not go in the water	do	-6.71	2	0.5614232	0.449052399	0.763007385	0.666666667	0.833333333	0.5
84:02:00	mind do not go in the water	not	-4.15	3	0.83510231	0.774108485	0.955440843	1	1	0.5
84:03:00	mind do not go in the water	go	-3.97	2	0.827750948	0.671539759	0.90960004	1	1	0.166666667
84:04:00	mind do not go in the water	in	-3.5	2	0.698548189	0.501917747	0.730330444	1	1	0
84:05:00	mind do not go in the water	the	-2.05	2	0.537922917	0.199520389	0.664877878	1	1	0
84:06:00	mind do not go in the water	water	-5.91	4	0.632480872	0.453443075	0.732764845	1	1	0
85:01:00	unk gasoline has gone up again has not it unk	gasoline	-10.79	7	0.709331534	0.557273836	0.78516899	0.833333333	1	0.666666667
85:02:00	unk gasoline has gone up again has not it unk	has	-6.18	3	0.773457703	0.621769748	0.884244516	1	1	0.5
85:03:00	unk gasoline has gone up again has not it unk	gone	-4.02	3	0.714698313	0.625619589	0.876638943	1	1	0.166666667
85:04:00	unk gasoline has gone up again has not it unk	up	-3.05	2	0.929872877	0.784745979	0.952129587	1	1	0.166666667
85:05:00	unk gasoline has gone up again has not it unk	again	-5.77	4	0.777134056	0.684368585	0.887808267	0.833333333	0.833333333	0.166666667
85:06:00	unk gasoline has gone up again has not it unk	has	-7.64	3	0.773457703	0.621769748	0.884244516	1	1	0.5
85:07:00	unk gasoline has gone up again has not it unk	not	-4.45	3	0.83510231	0.774108485	0.955440843	0.833333333	0.333333333	0
85:08:00	unk gasoline has gone up again has not it unk	it	-6.13	2	0.827461182	0.765324546	0.914102825	1	1	0.5
86:02:00	unk unk has gone up again has not it unk	has	-6.76	3	0.773457703	0.621769748	0.884244516	1	1	0.5
86:03:00	unk unk has gone up again has not it unk	gone	-4.61	3	0.714698313	0.625619589	0.876638943	1	1	0.5
86:04:00	unk unk has gone up again has not it unk	up	-3.18	2	0.929872877	0.784745979	0.952129587	1	1	0.333333333
86:05:00	unk unk has gone up again has not it unk	again	-5.62	4	0.777134056	0.684368585	0.887808267	1	1	0.666666667
86:06:00	unk unk has gone up again has not it unk	has	-7.7	3	0.773457703	0.621769748	0.884244516	1	1	0.5
86:07:00	unk unk has gone up again has not it unk	not	-4.46	3	0.83510231	0.774108485	0.955440843	1	0.833333333	0
86:08:00	unk unk has gone up again has not it unk	it	-6.12	2	0.827461182	0.765324546	0.914102825	1	0.833333333	0.333333333
87:01:00	oh it is like tonight this has been disastrous	it	-3.62	2	0.827461182	0.765324546	0.914102825	0.333333333	0.166666667	0
87:02:00	oh it is like tonight this has been disastrous	is	-2.38	2	0.678812749	0.555596235	0.663419503	0.166666667	0	0
87:03:00	oh it is like tonight this has been disastrous	like	-4.43	3	0.794628915	0.617932166	0.907579193	0.5	0.333333333	0.5
87:04:00	oh it is like tonight this has been disastrous	tonight	-9.67	5	0.839342955	0.649933243	0.939753744	0.166666667	0.5	0.5
87:05:00	oh it is like tonight this has been disastrous	this	-6.15	3	0.745428853	0.598218695	0.821968415	0.833333333	0.333333333	0.666666667
87:06:00	oh it is like tonight this has been disastrous	has	-4.52	3	0.773457703	0.621769748	0.884244516	0.833333333	0.833333333	0.833333333
87:07:00	oh it is like tonight this has been disastrous	been	-0.87	3	0.526757082	0.459386578	0.659084664	1	0.833333333	1
87:08:00	oh it is like tonight this has been disastrous	disastrous	-11.06	9	0.770179737	0.614923232	0.862359657	1	0.833333333	1
88:01:00	oh it is like tonight this has been fatal	it	-3.62	2	0.827461182	0.765324546	0.914102825	0	0.333333333	0.166666667
88:02:00	oh it is like tonight this has been fatal	is	-2.38	2	0.678812749	0.555596235	0.663419503	0	0	0.166666667
88:03:00	oh it is like tonight this has been fatal	like	-4.43	3	0.794628915	0.617932166	0.907579193	0.333333333	0.333333333	0.5
88:04:00	oh it is like tonight this has been fatal	tonight	-9.67	5	0.839342955	0.649933243	0.939753744	0.333333333	0.5	0.166666667
88:05:00	oh it is like tonight this has been fatal	this	-6.15	3	0.745428853	0.598218695	0.821968415	0.5	0.333333333	0.5
88:06:00	oh it is like tonight this has been fatal	has	-4.52	3	0.773457703	0.621769748	0.884244516	0.833333333	0.833333333	0.666666667
88:07:00	oh it is like tonight this has been fatal	been	-0.87	3	0.526757082	0.459386578	0.659084664	1	0.833333333	0.666666667
88:08:00	oh it is like tonight this has been fatal	fatal	-11.82	5	0.821514094	0.708375307	0.912372738	1	0.833333333	0.5
89:01:00	oh that 's fantastic unk i really	that	-2.91	3	0.858494095	0.774072043	0.960537108	1	0.666666667	0.5
89:02:00	oh that 's fantastic unk i really	's	-0.33	3	0.796203933	0.742192137	0.869276556	1	0.666666667	0.166666667
89:03:00	oh that 's fantastic unk i really	fantastic	-6.86	9	0.819876554	0.673320974	0.914609343	1	0.666666667	0.833333333
89:05:00	oh that 's fantastic unk i really	i	-2.02	1	0.698881221	0.523162631	0.851248487	1	0.5	0.333333333
89:06:00	oh that 's fantastic unk i really	really	-4.17	4	0.552563749	0.481660549	0.701970351	1	0.666666667	0.833333333
90:01:00	oh that 's unk unk i really	that	-2.91	3	0.858494095	0.774072043	0.960537108	0.5	0.833333333	0.5
90:02:00	oh that 's unk unk i really	's	-0.33	3	0.796203933	0.742192137	0.869276556	0.5	0.833333333	0.5
90:05:00	oh that 's unk unk i really	i	-2.44	1	0.698881221	0.523162631	0.851248487	0.5	0	0.333333333
90:06:00	oh that 's unk unk i really	really	-3.99	4	0.552563749	0.481660549	0.701970351	1	1	0.333333333
91:01:00	oh that 's terrific unk i really	that	-2.91	3	0.858494095	0.774072043	0.960537108	0.833333333	0.666666667	0.333333333
91:02:00	oh that 's terrific unk i really	's	-0.33	3	0.796203933	0.742192137	0.869276556	0.833333333	0.666666667	0.333333333
91:03:00	oh that 's terrific unk i really	terrific	-10.33	6	0.765331833	0.711865358	0.883121833	1	0.666666667	0.666666667
91:05:00	oh that 's terrific unk i really	i	-1.93	1	0.698881221	0.523162631	0.851248487	1	0.5	0.333333333
91:06:00	oh that 's terrific unk i really	really	-4.19	4	0.552563749	0.481660549	0.701970351	1	0.666666667	0.833333333
92:01:00	oh that 's wonderful unk i really	that	-2.91	3	0.858494095	0.774072043	0.960537108	0.5	0.166666667	0.166666667
92:02:00	oh that 's wonderful unk i really	's	-0.33	3	0.796203933	0.742192137	0.869276556	0.5	0.166666667	0.166666667
92:03:00	oh that 's wonderful unk i really	wonderful	-3.53	8	0.739049584	0.573240131	0.863961411	1	1	0.166666667
92:05:00	oh that 's wonderful unk i really	i	-2	1	0.698881221	0.523162631	0.851248487	0.833333333	0.666666667	0.166666667
92:06:00	oh that 's wonderful unk i really	really	-4.1	4	0.552563749	0.481660549	0.701970351	0.833333333	1	0.666666667
93:01:00	oh yeah but i think they will probably be alone	yeah	-2.58	2	0.781205064	0.491194682	0.875546427	1	0.666666667	0.166666667
93:02:00	oh yeah but i think they will probably be alone	but	-8.23	3	0.843730714	0.775294092	0.966911146	1	0.333333333	0.166666667
93:03:00	oh yeah but i think they will probably be alone	i	-1.59	1	0.698881221	0.523162631	0.851248487	1	0.833333333	0.833333333
93:04:00	oh yeah but i think they will probably be alone	think	-2.58	4	0.848501602	0.509958674	0.892166455	1	0.666666667	0.666666667
93:05:00	oh yeah but i think they will probably be alone	they	-2.86	2	0.769852066	0.662375908	0.90448277	1	0.833333333	0.333333333
93:06:00	oh yeah but i think they will probably be alone	will	-4.7	3	0.778901643	0.543810503	0.869839598	0.666666667	0.333333333	0.166666667
93:07:00	oh yeah but i think they will probably be alone	probably	-3.65	8	0.78078112	0.553564058	0.891780143	1	0.833333333	0.666666667
93:08:00	oh yeah but i think they will probably be alone	be	-1.97	2	0.709224335	0.659560437	0.741146158	1	1	0.333333333
93:09:00	oh yeah but i think they will probably be alone	alone	-8.22	4	0.712654961	0.481648182	0.854913995	1	1	0
94:01:00	oh yeah but i think they will probably be unk	yeah	-2.58	2	0.781205064	0.491194682	0.875546427	0.833333333	0.166666667	0
94:02:00	oh yeah but i think they will probably be unk	but	-8.23	3	0.843730714	0.775294092	0.966911146	0.666666667	0.333333333	0
94:03:00	oh yeah but i think they will probably be unk	i	-1.59	1	0.698881221	0.523162631	0.851248487	1	0.666666667	0.5
94:04:00	oh yeah but i think they will probably be unk	think	-2.58	4	0.848501602	0.509958674	0.892166455	1	0.833333333	0.5
94:05:00	oh yeah but i think they will probably be unk	they	-2.86	2	0.769852066	0.662375908	0.90448277	1	1	0.333333333
94:06:00	oh yeah but i think they will probably be unk	will	-4.7	3	0.778901643	0.543810503	0.869839598	1	0.833333333	0.333333333
94:07:00	oh yeah but i think they will probably be unk	probably	-3.65	8	0.78078112	0.553564058	0.891780143	0.833333333	0.833333333	0.833333333
94:08:00	oh yeah but i think they will probably be unk	be	-1.97	2	0.709224335	0.659560437	0.741146158	1	0.833333333	0.5
95:01:00	on a custom but unk new ideas	a	-2.34	1	0.761481519	0.680891232	0.928979461	0	0.5	0.166666667
95:02:00	on a custom but unk new ideas	custom	-10.46	6	0.87074118	0.746451926	0.888913827	0.5	0.666666667	0.5
95:03:00	on a custom but unk new ideas	but	-6.2	3	0.843730714	0.775294092	0.966911146	0.5	0.333333333	0
95:05:00	on a custom but unk new ideas	new	-8.71	2	0.49685232	0.304875407	0.663724829	0.833333333	1	0.666666667
95:06:00	on a custom but unk new ideas	ideas	-8.82	5	0.698998675	0.56930922	0.666384765	1	1	1
96:01:00	on a tradition but unk new ideas	a	-2.34	1	0.761481519	0.680891232	0.928979461	0.833333333	0.5	0.333333333
96:02:00	on a tradition but unk new ideas	tradition	-9.34	8	0.775808797	0.665660247	0.827223819	1	0.833333333	0.666666667
96:03:00	on a tradition but unk new ideas	but	-5.31	3	0.843730714	0.775294092	0.966911146	0.666666667	0.166666667	0
96:05:00	on a tradition but unk new ideas	new	-8.82	2	0.49685232	0.304875407	0.663724829	1	1	0.833333333
96:06:00	on a tradition but unk new ideas	ideas	-8.74	5	0.698998675	0.56930922	0.666384765	1	1	1
97:01:00	unk very good indian restaurants but this was brilliant	very	-6.71	4	0.81723182	0.561902268	0.901406668	0.666666667	0.5	0.666666667
97:02:00	unk very good indian restaurants but this was brilliant	good	-2.49	3	0.830705788	0.69603016	0.854177957	0.833333333	0.666666667	0.666666667
97:03:00	unk very good indian restaurants but this was brilliant	indian	-10.37	6	0.657285847	0.399203365	0.749735138	1	0.833333333	0.333333333
97:04:00	unk very good indian restaurants but this was brilliant	restaurants	-7.47	9	0.769652223	0.800658718	0.882900299	1	0.833333333	1
